percent_gait_cycle,AdductorLongus,AdductorMagnus,BicepsFemorisLongHead,BicepsFemorisShortHead,ExtensorDigitorumLongus,ExtensorHallucisLongus,FlexorDigitorumLongus,FlexorHallucisLongus,Gastrocnemius,GluteusMaximusLower,GluteusMaximusUpper,GluteusMedius,Gracilis,Iliacus,PeroneusBrevis,PeroneusLongus,Popliteus,RectusFemoris,Sartorius,Semimembranosus,Semitendinosus,Soleus,TensorFasciaLata,TibialisAnterior,TibialisPosterior,VastusIntermedius,VastusLateralis,VastusMedialisLongus,VastusMedialisOblique
53.0,29.542259461991836,0.0,0.0,0.0,0.0,0.0,12.620921571138867,27.58441442857297,0.0,0.0,0.0,0.0,19.73261567032197,0.0,12.070133396813176,0.0,19.22673558696609,0.0,0.0,0.0,0.0,1.595189630306788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,24.000969645963618,0.0,0.0,0.0,0.0,0.0,5.461898683952826,11.855315108572976,0.0,0.0,0.0,0.0,22.06805872845453,0.0,5.402706281712877,0.0,18.336838575260124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,16.001023639560515,0.0,0.0,0.0,0.0,0.0,0.7404060632893308,2.451304035468133,0.0,0.0,0.0,0.0,24.3279414838624,0.0,0.8888600955588546,0.0,17.052121010199837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,10.633282381279319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.608619131368233,0.0,0.0,0.0,15.02408608053271,0.012451176120721583,0.0,0.0,0.0,0.0,0.0,0.836967433157669,0.0,0.0,0.0,0.0,0.0
57.0,10.501157166610614,0.0,0.0,0.0,2.7765297428905993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.723108712852394,0.0,0.0,0.0,12.71707302161617,9.40551424924466,0.0,0.0,0.0,0.0,0.0,8.418721132354023,0.0,0.0,0.0,0.0,0.0
58.0,12.428763732830667,0.0,0.0,0.0,10.078171791962689,1.6658725326042718,0.0,0.0,0.0,0.0,0.0,0.0,22.264994629794174,0.0,0.0,0.0,6.634565922914426,15.883005315739162,0.0,0.0,0.0,0.0,0.0,17.253820496795033,0.0,0.0,0.0,0.0,0.0
59.0,15.09102439942597,0.0,0.0,0.0,15.863553264868614,9.63474569101075,0.0,0.0,0.0,0.0,0.0,0.0,20.89882989693734,0.0,0.0,0.0,0.0,17.48188477667938,1.5305237695262865,0.0,0.0,0.0,0.0,23.8428257488474,0.0,0.0,0.0,0.0,0.0
60.0,15.627713580226946,0.0,0.0,0.0,19.89024435437146,17.19060157693326,0.0,0.0,0.0,0.0,0.0,0.0,21.331151386434385,0.0,0.0,0.0,0.0,16.093484768043407,5.978202318077652,0.0,0.0,0.0,0.0,28.972547895209004,0.0,0.0,0.0,0.0,0.0
61.0,15.55342398292046,0.0,0.0,0.0,23.470628899382167,22.996439693379262,0.0,0.0,0.0,0.0,0.0,0.0,22.28360168487049,0.0,0.0,0.0,0.0,15.657307216789507,8.51808705925795,0.0,0.0,0.0,0.0,32.38397848106588,0.0,0.0,0.0,0.0,0.0
62.0,13.876727885457727,0.0,0.0,0.0,25.18465136364531,26.108884645738748,0.0,0.0,0.0,0.0,0.0,0.0,22.168692703159888,0.23727149040292575,0.0,0.0,0.0,16.497572238413284,9.848167921028908,0.0,0.0,0.0,0.0,32.413997230744855,0.0,0.0,0.0,0.0,0.0
63.0,12.08163080293318,0.0,0.0,0.0,25.145924015319757,26.326087676406445,0.0,0.0,0.0,0.0,0.0,0.0,20.30544552729809,1.8555510654867864,0.0,0.0,0.0,17.256401766384165,10.470714011633113,0.0,0.0,0.0,0.0,31.6271561403008,0.0,0.0,0.0,0.0,0.0
64.0,11.093118902343765,0.0,0.0,0.0,25.27578039712834,22.170230321163384,0.0,0.0,0.0,0.0,0.0,0.0,19.26161638303855,5.877399123483833,0.0,0.0,0.0,10.74079285030739,12.31766920850888,0.0,0.0,0.0,0.0,31.16818279461706,0.0,0.0,0.0,0.0,0.0
65.0,8.827153474436802,0.0,0.0,3.127488339900808,26.18619380398308,22.4999809764948,0.0,0.0,0.0,0.0,0.0,0.0,19.03525538641872,10.061872146790083,0.0,0.0,0.0,1.5754936140349223,14.823901858267414,0.0,0.0,0.0,0.0,28.445759501033173,0.0,0.0,0.0,0.0,0.0
66.0,5.716530399170799,0.0,0.0,8.110138397420823,27.23612540420924,27.615090166898952,0.0,0.0,0.0,0.0,0.0,0.0,19.557964694723427,12.643695699041226,0.0,0.0,0.0,0.0,14.4991572145994,0.0,0.0,0.0,0.0,26.909723363165572,0.0,0.0,0.0,0.0,0.0
67.0,5.060786844986622,0.0,0.0,10.408575192048003,26.409918875801928,32.13668608026011,0.0,0.0,0.0,0.0,0.0,0.0,21.88155529715506,13.755465362484573,0.0,0.0,0.0,0.0,12.525645406567023,0.0,0.0,0.0,0.0,28.492954754539056,0.0,0.0,0.0,0.0,0.0
68.0,5.3492297414976875,0.0,0.0,11.65034695886232,28.08226747220932,33.67264765167055,0.0,0.0,0.0,0.0,0.0,0.0,25.099463401835337,13.677615556962767,0.0,0.0,0.0,0.0,11.399771317271693,0.0,0.0,0.0,0.0,29.715459293901482,0.0,0.0,0.0,0.0,0.0
69.0,8.481440254974,0.0,0.0,12.623504560487303,28.168539151985126,33.11153481958632,0.0,0.0,0.0,0.0,0.0,0.0,25.90272012134718,14.318118247002532,0.0,0.0,0.0,0.0,9.449339685152024,0.0,0.0,0.0,0.0,31.55832780904492,0.0,0.0,0.0,0.0,0.0
70.0,9.89029959552326,0.0,0.0,15.109916763753958,29.99649038132843,34.04717222032681,0.0,0.0,0.0,0.0,0.0,0.0,25.887313154644986,15.61762950359658,0.0,0.0,0.0,0.0,6.281798717199278,0.0,0.0,0.0,0.0,33.36267547708413,0.0,0.0,0.0,0.0,0.0
71.0,11.728259430763327,0.0,0.0,18.09264990378674,30.83951219228618,34.84707726719715,0.0,0.0,0.0,0.0,0.0,0.0,25.13375331455912,14.54454955106126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.449562185550725,0.0,0.0,0.0,0.0,0.0
72.0,15.700834128373229,0.0,0.0,19.82657233125984,30.237322852712968,36.02544707536479,0.0,0.0,0.0,0.0,0.0,0.0,22.212360678522604,10.258552501342598,1.8129788495807775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.22469642416687,0.0,0.0,0.0,0.0,0.0
73.0,17.252308622395365,0.0,0.0,18.920429001269927,30.78918022151483,37.79979068071721,0.0,0.0,0.0,0.0,0.0,0.0,18.941403278908734,8.025493452454086,4.482424570643897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.508155993592965,0.0,0.0,0.0,0.0,0.0
74.0,14.313090523374788,0.0,0.0,19.526495218391158,30.73342161012356,39.45360242299022,0.0,0.0,0.0,0.0,0.0,0.0,17.273876386701374,5.481973896280501,6.187417063368169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.596716377479126,0.0,0.0,0.0,0.0,0.0
75.0,12.79100221374547,0.0,0.0,19.295440693223917,27.866528442072998,36.19690449404774,0.0,0.0,0.0,0.0,0.0,0.0,17.16654798990299,0.0,6.986348157827824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.371582105253797,0.0,0.0,0.0,0.0,0.0
76.0,10.016063693830144,0.0,0.0,18.559844216108683,24.901007536984974,30.87474385561747,0.0,0.0,0.0,0.0,0.0,0.0,17.408556653248798,0.0,8.32843137524088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03672129291066,0.0,0.0,0.0,0.0,0.0
